#Frame      Pop:0    Pop:1    Pop:2    Pop:3    Pop:4    Pop:5    Pop:6    Pop:7    Pop:8    Pop:9
    1194    0.674    0.148    0.000    0.000    0.100    0.058    0.011    0.004    0.004    0.001
    1195    0.674    0.148    0.000    0.000    0.100    0.058    0.011    0.004    0.004    0.001
    1196    0.673    0.148    0.000    0.000    0.101    0.058    0.011    0.004    0.004    0.001
    1197    0.673    0.148    0.000    0.000    0.102    0.058    0.011    0.004    0.004    0.001
    1198    0.672    0.148    0.000    0.000    0.103    0.058    0.011    0.004    0.004    0.001
    1199    0.671    0.148    0.000    0.000    0.103    0.058    0.011    0.004    0.004    0.001
    1200    0.671    0.147    0.000    0.000    0.104    0.058    0.011    0.004    0.004    0.001
    1201    0.670    0.147    0.000    0.000    0.105    0.057    0.011    0.004    0.004    0.001
    1202    0.670    0.147    0.000    0.000    0.106    0.057    0.011    0.004    0.004    0.001
    1203    0.669    0.147    0.000    0.000    0.106    0.057    0.011    0.004    0.004    0.001
    1204    0.669    0.147    0.000    0.000    0.107    0.057    0.011    0.004    0.004    0.001
    1205    0.668    0.147    0.000    0.000    0.108    0.057    0.011    0.004    0.004    0.001
    1206    0.667    0.147    0.000    0.000    0.109    0.057    0.011    0.004    0.004    0.001
    1207    0.667    0.147    0.000    0.000    0.109    0.057    0.011    0.004    0.004    0.001
    1208    0.666    0.147    0.000    0.000    0.110    0.057    0.011    0.004    0.004    0.001
    1209    0.666    0.146    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1210    0.665    0.146    0.000    0.000    0.112    0.057    0.011    0.004    0.004    0.001
    1211    0.665    0.147    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1212    0.664    0.148    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1213    0.664    0.148    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1214    0.663    0.149    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1215    0.663    0.150    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1216    0.662    0.150    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1217    0.661    0.151    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1218    0.661    0.152    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1219    0.660    0.153    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1220    0.660    0.153    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1221    0.659    0.154    0.000    0.000    0.111    0.057    0.011    0.004    0.004    0.001
    1222    0.659    0.155    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1223    0.658    0.155    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1224    0.658    0.156    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1225    0.657    0.157    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1226    0.657    0.157    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1227    0.656    0.158    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1228    0.656    0.159    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1229    0.655    0.159    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1230    0.654    0.160    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1231    0.654    0.161    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1232    0.653    0.162    0.000    0.000    0.110    0.056    0.011    0.004    0.004    0.001
    1233    0.653    0.162    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1234    0.652    0.163    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1235    0.652    0.164    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1236    0.651    0.164    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1237    0.651    0.165    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1238    0.650    0.166    0.000    0.000    0.109    0.056    0.011    0.004    0.004    0.001
    1239    0.650    0.166    0.000    0.000    0.109    0.056    0.010    0.004    0.004    0.001
    1240    0.649    0.167    0.000    0.000    0.109    0.056    0.010    0.004    0.004    0.001
    1241    0.649    0.168    0.000    0.000    0.109    0.056    0.010    0.004    0.004    0.001
    1242    0.648    0.168    0.000    0.000    0.109    0.056    0.010    0.004    0.004    0.001
    1243    0.648    0.169    0.000    0.000    0.109    0.056    0.010    0.004    0.004    0.001
    1244    0.647    0.170    0.000    0.000    0.109    0.055    0.010    0.004    0.004    0.001
    1245    0.647    0.170    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1246    0.646    0.171    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1247    0.646    0.172    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1248    0.645    0.172    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1249    0.645    0.173    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1250    0.644    0.174    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1251    0.643    0.174    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1252    0.643    0.175    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1253    0.642    0.176    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1254    0.642    0.176    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1255    0.641    0.177    0.000    0.000    0.108    0.055    0.010    0.004    0.004    0.001
    1256    0.641    0.178    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1257    0.640    0.178    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1258    0.640    0.179    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1259    0.639    0.180    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1260    0.639    0.180    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1261    0.638    0.181    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1262    0.638    0.181    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1263    0.637    0.182    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1264    0.637    0.183    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1265    0.636    0.183    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1266    0.636    0.184    0.000    0.000    0.107    0.055    0.010    0.004    0.004    0.001
    1267    0.635    0.185    0.000    0.000    0.107    0.054    0.010    0.004    0.004    0.001
    1268    0.635    0.185    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1269    0.634    0.186    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1270    0.634    0.187    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1271    0.633    0.187    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1272    0.633    0.188    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1273    0.632    0.189    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1274    0.632    0.189    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1275    0.631    0.190    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1276    0.631    0.190    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1277    0.630    0.191    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1278    0.630    0.192    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1279    0.629    0.192    0.000    0.000    0.106    0.054    0.010    0.004    0.004    0.001
    1280    0.629    0.193    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1281    0.628    0.194    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1282    0.628    0.194    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1283    0.627    0.195    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1284    0.627    0.195    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1285    0.626    0.196    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1286    0.626    0.197    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1287    0.625    0.197    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1288    0.625    0.198    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1289    0.625    0.199    0.000    0.000    0.105    0.054    0.010    0.004    0.004    0.001
    1290    0.624    0.199    0.000    0.000    0.105    0.053    0.010    0.004    0.004    0.001
    1291    0.624    0.200    0.000    0.000    0.105    0.053    0.010    0.004    0.004    0.001
    1292    0.623    0.200    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1293    0.623    0.201    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1294    0.622    0.202    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1295    0.622    0.202    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1296    0.621    0.203    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1297    0.621    0.204    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1298    0.620    0.204    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1299    0.620    0.205    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1300    0.619    0.205    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1301    0.619    0.206    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1302    0.618    0.207    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1303    0.618    0.207    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1304    0.617    0.208    0.000    0.000    0.104    0.053    0.010    0.004    0.004    0.001
    1305    0.617    0.208    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1306    0.616    0.209    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1307    0.616    0.210    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1308    0.615    0.210    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1309    0.615    0.211    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1310    0.615    0.211    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1311    0.614    0.212    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1312    0.614    0.213    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1313    0.613    0.213    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1314    0.613    0.214    0.000    0.000    0.103    0.053    0.010    0.004    0.004    0.001
    1315    0.612    0.214    0.000    0.000    0.103    0.052    0.010    0.004    0.004    0.001
    1316    0.612    0.215    0.000    0.000    0.103    0.052    0.010    0.004    0.004    0.001
    1317    0.611    0.216    0.000    0.000    0.103    0.052    0.010    0.004    0.004    0.001
    1318    0.611    0.216    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1319    0.610    0.217    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1320    0.610    0.217    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1321    0.609    0.218    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1322    0.609    0.219    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1323    0.608    0.219    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1324    0.608    0.220    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1325    0.608    0.220    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1326    0.607    0.221    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1327    0.607    0.222    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1328    0.606    0.222    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1329    0.606    0.223    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1330    0.605    0.223    0.000    0.000    0.102    0.052    0.010    0.004    0.004    0.001
    1331    0.605    0.224    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1332    0.604    0.224    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1333    0.604    0.225    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1334    0.603    0.226    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1335    0.603    0.226    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1336    0.603    0.227    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1337    0.602    0.227    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1338    0.602    0.228    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1339    0.601    0.229    0.000    0.000    0.101    0.052    0.010    0.004    0.004    0.001
    1340    0.601    0.229    0.000    0.000    0.101    0.051    0.010    0.004    0.004    0.001
    1341    0.600    0.230    0.000    0.000    0.101    0.051    0.010    0.004    0.004    0.001
    1342    0.600    0.230    0.000    0.000    0.101    0.051    0.010    0.004    0.004    0.001
    1343    0.599    0.231    0.000    0.000    0.101    0.051    0.010    0.004    0.004    0.001
    1344    0.599    0.231    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1345    0.599    0.232    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1346    0.598    0.233    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1347    0.598    0.233    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1348    0.597    0.234    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1349    0.597    0.234    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1350    0.596    0.235    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1351    0.596    0.235    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1352    0.595    0.236    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1353    0.595    0.237    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1354    0.595    0.237    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1355    0.594    0.238    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1356    0.594    0.238    0.000    0.000    0.100    0.051    0.010    0.004    0.004    0.001
    1357    0.593    0.239    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1358    0.593    0.239    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1359    0.592    0.240    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1360    0.592    0.240    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1361    0.591    0.241    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1362    0.591    0.242    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1363    0.591    0.242    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1364    0.590    0.243    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1365    0.590    0.243    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1366    0.590    0.243    0.000    0.000    0.099    0.051    0.010    0.004    0.004    0.001
    1367    0.590    0.243    0.000    0.000    0.099    0.050    0.010    0.004    0.004    0.001
    1368    0.591    0.243    0.000    0.000    0.099    0.050    0.010    0.004    0.004    0.001
    1369    0.591    0.243    0.000    0.000    0.099    0.050    0.009    0.004    0.004    0.001
    1370    0.591    0.242    0.000    0.000    0.099    0.050    0.009    0.004    0.004    0.001
    1371    0.592    0.242    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1372    0.592    0.242    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1373    0.592    0.242    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1374    0.592    0.242    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1375    0.593    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1376    0.593    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1377    0.593    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1378    0.594    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1379    0.594    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1380    0.594    0.241    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1381    0.594    0.240    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1382    0.595    0.240    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1383    0.595    0.240    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1384    0.595    0.240    0.000    0.000    0.098    0.050    0.009    0.004    0.004    0.001
    1385    0.596    0.240    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1386    0.596    0.240    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1387    0.596    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1388    0.597    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1389    0.597    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1390    0.597    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1391    0.597    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1392    0.598    0.239    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1393    0.598    0.238    0.000    0.000    0.097    0.050    0.009    0.004    0.004    0.001
    1394    0.598    0.238    0.000    0.000    0.097    0.049    0.009    0.004    0.004    0.001
    1395    0.599    0.238    0.000    0.000    0.097    0.049    0.009    0.004    0.004    0.001
    1396    0.599    0.238    0.000    0.000    0.097    0.049    0.009    0.004    0.004    0.001
    1397    0.599    0.238    0.000    0.000    0.097    0.049    0.009    0.004    0.004    0.001
    1398    0.599    0.237    0.000    0.000    0.097    0.049    0.009    0.004    0.004    0.001
    1399    0.600    0.237    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1400    0.600    0.237    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1401    0.600    0.237    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1402    0.601    0.237    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1403    0.601    0.237    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1404    0.601    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1405    0.601    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1406    0.602    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1407    0.602    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1408    0.602    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1409    0.603    0.236    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1410    0.603    0.235    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1411    0.603    0.235    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1412    0.603    0.235    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1413    0.604    0.235    0.000    0.000    0.096    0.049    0.009    0.004    0.004    0.001
    1414    0.604    0.235    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1415    0.604    0.235    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1416    0.605    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1417    0.605    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1418    0.605    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1419    0.605    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1420    0.606    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1421    0.606    0.234    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1422    0.606    0.233    0.000    0.000    0.095    0.049    0.009    0.004    0.004    0.001
    1423    0.606    0.233    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1424    0.607    0.233    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1425    0.607    0.233    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1426    0.607    0.233    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1427    0.608    0.233    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1428    0.608    0.232    0.000    0.000    0.095    0.048    0.009    0.004    0.004    0.001
    1429    0.608    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1430    0.608    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1431    0.609    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1432    0.609    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1433    0.609    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1434    0.609    0.232    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1435    0.610    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1436    0.610    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1437    0.610    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1438    0.611    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1439    0.611    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1440    0.611    0.231    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1441    0.611    0.230    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1442    0.612    0.230    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1443    0.612    0.230    0.000    0.000    0.094    0.048    0.009    0.003    0.003    0.001
    1444    0.612    0.230    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1445    0.612    0.230    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1446    0.613    0.230    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1447    0.613    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1448    0.613    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1449    0.614    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1450    0.614    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1451    0.614    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1452    0.614    0.229    0.000    0.000    0.093    0.048    0.009    0.003    0.003    0.001
    1453    0.615    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1454    0.615    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1455    0.615    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1456    0.615    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1457    0.616    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1458    0.616    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1459    0.616    0.228    0.000    0.000    0.093    0.047    0.009    0.003    0.003    0.001
    1460    0.616    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1461    0.617    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1462    0.617    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1463    0.617    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1464    0.617    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1465    0.618    0.227    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1466    0.618    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1467    0.618    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1468    0.619    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1469    0.619    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1470    0.619    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1471    0.619    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1472    0.620    0.226    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1473    0.620    0.225    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1474    0.620    0.225    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1475    0.620    0.225    0.000    0.000    0.092    0.047    0.009    0.003    0.003    0.001
    1476    0.621    0.225    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1477    0.621    0.225    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1478    0.621    0.225    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1479    0.621    0.224    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1480    0.622    0.224    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1481    0.622    0.224    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1482    0.622    0.224    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1483    0.622    0.224    0.000    0.000    0.091    0.047    0.009    0.003    0.003    0.001
    1484    0.623    0.224    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1485    0.623    0.224    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1486    0.623    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1487    0.623    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1488    0.624    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1489    0.624    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1490    0.624    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1491    0.624    0.223    0.000    0.000    0.091    0.046    0.009    0.003    0.003    0.001
    1492    0.625    0.223    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1493    0.625    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1494    0.625    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1495    0.625    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1496    0.626    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1497    0.626    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1498    0.626    0.222    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1499    0.626    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1500    0.627    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1501    0.627    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1502    0.627    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1503    0.627    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1504    0.628    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1505    0.628    0.221    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1506    0.628    0.220    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1507    0.628    0.220    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1508    0.629    0.220    0.000    0.000    0.090    0.046    0.009    0.003    0.003    0.001
    1509    0.629    0.220    0.000    0.000    0.089    0.046    0.009    0.003    0.003    0.001
