#Frame      Pop:0    Pop:1    Pop:2    Pop:3    Pop:4    Pop:5    Pop:6    Pop:7    Pop:8    Pop:9
     636    0.976    0.024    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     637    0.976    0.024    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     638    0.976    0.024    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     639    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     640    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     641    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     642    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     643    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     644    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     645    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     646    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     647    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     648    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     649    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     650    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     651    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     652    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     653    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     654    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     655    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     656    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     657    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     658    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     659    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     660    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     661    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     662    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     663    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     664    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     665    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     666    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     667    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     668    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     669    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     670    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     671    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     672    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     673    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     674    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     675    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     676    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     677    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     678    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     679    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     680    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     681    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     682    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     683    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     684    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     685    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     686    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     687    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     688    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     689    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     690    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     691    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     692    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     693    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     694    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     695    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     696    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     697    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     698    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     699    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     700    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     701    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     702    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     703    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     704    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     705    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     706    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     707    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     708    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     709    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     710    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     711    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     712    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     713    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     714    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     715    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     716    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     717    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     718    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     719    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     720    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     721    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     722    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     723    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     724    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     725    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     726    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     727    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     728    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     729    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     730    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     731    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     732    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     733    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     734    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     735    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     736    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     737    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     738    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     739    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     740    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     741    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     742    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     743    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     744    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     745    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     746    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     747    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     748    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     749    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     750    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     751    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     752    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     753    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     754    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     755    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     756    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     757    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     758    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     759    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     760    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     761    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     762    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     763    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     764    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     765    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     766    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     767    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     768    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     769    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     770    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     771    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     772    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     773    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     774    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     775    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     776    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     777    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     778    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     779    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     780    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     781    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     782    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     783    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     784    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     785    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     786    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     787    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     788    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     789    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     790    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     791    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     792    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     793    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     794    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     795    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     796    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     797    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     798    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     799    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     800    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     801    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     802    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     803    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     804    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     805    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     806    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     807    0.981    0.019    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     808    0.980    0.020    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     809    0.979    0.021    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     810    0.978    0.022    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     811    0.977    0.023    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     812    0.975    0.025    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     813    0.974    0.026    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     814    0.973    0.027    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     815    0.972    0.028    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     816    0.971    0.029    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     817    0.969    0.031    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     818    0.968    0.032    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     819    0.967    0.033    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     820    0.966    0.034    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     821    0.965    0.035    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     822    0.964    0.036    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     823    0.962    0.038    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     824    0.961    0.039    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     825    0.960    0.040    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     826    0.959    0.041    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     827    0.958    0.042    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     828    0.957    0.043    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     829    0.955    0.045    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     830    0.954    0.046    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     831    0.953    0.047    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     832    0.952    0.048    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     833    0.951    0.049    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     834    0.950    0.050    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     835    0.949    0.051    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     836    0.947    0.053    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     837    0.946    0.054    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     838    0.945    0.055    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     839    0.944    0.056    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     840    0.943    0.057    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     841    0.942    0.058    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     842    0.941    0.059    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     843    0.940    0.060    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     844    0.938    0.062    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     845    0.937    0.063    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     846    0.936    0.064    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     847    0.935    0.065    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     848    0.934    0.066    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     849    0.933    0.067    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     850    0.932    0.068    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     851    0.931    0.069    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     852    0.930    0.070    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     853    0.928    0.072    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     854    0.927    0.073    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     855    0.926    0.074    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     856    0.925    0.075    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     857    0.924    0.076    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     858    0.923    0.077    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     859    0.922    0.078    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     860    0.921    0.079    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     861    0.920    0.080    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     862    0.919    0.081    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     863    0.918    0.082    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     864    0.917    0.083    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     865    0.916    0.084    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     866    0.915    0.085    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     867    0.913    0.087    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     868    0.912    0.088    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     869    0.911    0.089    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     870    0.910    0.090    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     871    0.909    0.091    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     872    0.908    0.092    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     873    0.907    0.093    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     874    0.906    0.094    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     875    0.905    0.095    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     876    0.904    0.096    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     877    0.903    0.097    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     878    0.902    0.098    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     879    0.901    0.099    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000
     880    0.900    0.099    0.000    0.000    0.000    0.000    0.000    0.001    0.000    0.000
     881    0.899    0.099    0.000    0.000    0.000    0.000    0.000    0.001    0.000    0.001
     882    0.898    0.099    0.000    0.000    0.000    0.000    0.000    0.001    0.001    0.001
     883    0.897    0.099    0.000    0.000    0.000    0.000    0.000    0.001    0.002    0.001
     884    0.896    0.098    0.000    0.000    0.000    0.000    0.000    0.001    0.003    0.001
     885    0.895    0.098    0.000    0.000    0.000    0.000    0.000    0.001    0.005    0.001
     886    0.894    0.098    0.000    0.000    0.000    0.000    0.000    0.001    0.006    0.001
     887    0.893    0.098    0.000    0.000    0.000    0.000    0.000    0.002    0.006    0.001
     888    0.892    0.098    0.000    0.000    0.000    0.000    0.000    0.003    0.006    0.001
     889    0.891    0.098    0.000    0.000    0.000    0.000    0.000    0.004    0.006    0.001
     890    0.890    0.098    0.000    0.000    0.000    0.000    0.000    0.006    0.006    0.001
     891    0.889    0.098    0.000    0.000    0.000    0.000    0.001    0.006    0.006    0.001
     892    0.888    0.098    0.000    0.000    0.000    0.000    0.002    0.006    0.006    0.001
     893    0.887    0.097    0.000    0.000    0.000    0.000    0.003    0.006    0.006    0.001
     894    0.886    0.097    0.000    0.000    0.000    0.000    0.004    0.006    0.006    0.001
     895    0.885    0.097    0.000    0.000    0.000    0.000    0.006    0.006    0.006    0.001
     896    0.884    0.097    0.000    0.000    0.000    0.000    0.007    0.006    0.006    0.001
     897    0.883    0.097    0.000    0.000    0.000    0.000    0.008    0.006    0.006    0.001
     898    0.882    0.097    0.000    0.000    0.000    0.000    0.009    0.006    0.006    0.001
     899    0.881    0.097    0.000    0.000    0.000    0.000    0.010    0.006    0.006    0.001
     900    0.880    0.097    0.000    0.000    0.000    0.000    0.011    0.006    0.006    0.001
     901    0.879    0.097    0.000    0.000    0.000    0.000    0.012    0.006    0.006    0.001
     902    0.878    0.096    0.000    0.000    0.000    0.000    0.013    0.006    0.006    0.001
     903    0.877    0.096    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     904    0.876    0.097    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     905    0.875    0.098    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     906    0.874    0.099    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     907    0.873    0.100    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     908    0.872    0.101    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     909    0.871    0.102    0.000    0.000    0.000    0.000    0.014    0.006    0.006    0.001
     910    0.870    0.103    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     911    0.869    0.104    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     912    0.868    0.105    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     913    0.867    0.106    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     914    0.867    0.107    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     915    0.866    0.108    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     916    0.865    0.109    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     917    0.864    0.110    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     918    0.863    0.111    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     919    0.862    0.112    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     920    0.861    0.113    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     921    0.860    0.114    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     922    0.859    0.115    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     923    0.858    0.116    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     924    0.857    0.117    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     925    0.856    0.118    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     926    0.855    0.119    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     927    0.854    0.120    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     928    0.853    0.121    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     929    0.853    0.122    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     930    0.852    0.123    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     931    0.851    0.124    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     932    0.850    0.124    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     933    0.849    0.125    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     934    0.848    0.126    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     935    0.847    0.127    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     936    0.846    0.128    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     937    0.845    0.129    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     938    0.844    0.130    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     939    0.843    0.131    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     940    0.843    0.132    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     941    0.842    0.133    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     942    0.841    0.134    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     943    0.840    0.135    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     944    0.839    0.136    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     945    0.838    0.137    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     946    0.837    0.137    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     947    0.836    0.138    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     948    0.835    0.139    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     949    0.835    0.140    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     950    0.834    0.141    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     951    0.833    0.142    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     952    0.832    0.143    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     953    0.831    0.144    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     954    0.830    0.145    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     955    0.829    0.146    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     956    0.828    0.146    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     957    0.828    0.147    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     958    0.827    0.148    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
     959    0.826    0.149    0.000    0.000    0.000    0.000    0.014    0.005    0.005    0.001
